endpoint,category,representation,split,model,method_a,method_b,kendall_mean,kendall_std,spearman_mean,spearman_std,jaccard_mean,jaccard_std,top_k
VDss,distribution,descriptors,random,hgb,shap,lime,0.05098785199803925,0.04251324527196496,0.07371147173288947,0.06059140987375591,0.13146284829721364,0.07286761480672727,10
VDss,distribution,descriptors,random,hgb,shap,random,0.01257289732829802,0.041797409818764356,0.018263053710927728,0.06097613386441723,0.021247563352826508,0.029722461531253398,10
VDss,distribution,descriptors,random,hgb,lime,random,0.007063207600842011,0.03580317712121558,0.010378665457830892,0.0540437766150405,0.028947368421052628,0.04074621991378768,10
VDss,distribution,descriptors,random,mlp,ig,lime,0.10036015149032508,0.07900487900648699,0.14909721693196631,0.11764168923070936,0.050573328746703373,0.05283576350160072,10
VDss,distribution,descriptors,random,mlp,ig,random,0.002405557689571948,0.04393767666160637,0.0035875462061998762,0.06507128918995071,0.02876963650957459,0.03852159797227722,10
VDss,distribution,descriptors,random,mlp,lime,random,-0.00017921146953405026,0.045835978949635516,7.155931985763271e-05,0.06812068468381272,0.027680311890838204,0.03510179488089799,10
CYP2C9-Sub,metabolism,descriptors,scaffold,rf,shap,lime,0.10646994916801619,0.060823856453392965,0.15820818055654212,0.08706875394753341,0.14951840385276918,0.0722029676066701,10
CYP2C9-Sub,metabolism,descriptors,scaffold,rf,shap,random,-0.0019435952684123234,0.04250827541001526,-0.0025402367134042575,0.06320722738087108,0.02319688109161793,0.03340621058813724,10
CYP2C9-Sub,metabolism,descriptors,scaffold,rf,lime,random,-0.0007367582636399842,0.04059736383545277,-0.0015615042176154914,0.06015975953049466,0.015319344111913772,0.03231295058053857,10
CYP2C9-Sub,metabolism,descriptors,scaffold,hgb,shap,lime,0.03152826688122198,0.04939986829130643,0.04549601911998791,0.07053496485869323,0.05601421855291825,0.05172324618593205,10
CYP2C9-Sub,metabolism,descriptors,scaffold,hgb,shap,random,-0.002739737518443459,0.04779695965936975,-0.003844297397584347,0.06822138544647084,0.023506478614837747,0.03849730702414999,10
CYP2C9-Sub,metabolism,descriptors,scaffold,hgb,lime,random,-0.005844285145360413,0.0423509350700515,-0.009308544370692938,0.06277911791465658,0.0239766081871345,0.0318109304537056,10
CYP2C9-Sub,metabolism,descriptors,scaffold,mlp,ig,lime,0.07881338042992886,0.0684687084453852,0.11569055080107987,0.09611480568130518,0.04962733631464282,0.054213859577230426,10
CYP2C9-Sub,metabolism,descriptors,scaffold,mlp,ig,random,0.001837304287456223,0.053631155099049144,0.0029492033749159495,0.0797161757241523,0.0260405916752666,0.037169392137243656,10
CYP2C9-Sub,metabolism,descriptors,scaffold,mlp,lime,random,0.0006229732036183653,0.04037947758389205,0.0010821977010198383,0.05979227264614569,0.026705653021442493,0.03354922505466894,10
CYP2C9-Sub,metabolism,descriptors,random,rf,shap,lime,0.08783795902963053,0.04601023866689539,0.1302913006240854,0.0680340894572002,0.06846118564384818,0.05496721867270948,10
CYP2C9-Sub,metabolism,descriptors,random,rf,shap,random,-0.01294156221203988,0.04325821544750719,-0.0190982934224384,0.06361314358613634,0.023001949317738787,0.029968818777353,10
CYP2C9-Sub,metabolism,descriptors,random,rf,lime,random,-0.009786937475109515,0.05062422308711765,-0.014824464362049445,0.07581147471060665,0.026705653021442493,0.033549225054668924,10
CYP2C9-Sub,metabolism,descriptors,random,hgb,shap,lime,0.03438015403674937,0.05371307602112093,0.04846697551930378,0.0757119554823824,0.050166265336543975,0.048359829479670734,10
CYP2C9-Sub,metabolism,descriptors,random,hgb,shap,random,0.004070950990491693,0.04063650364542182,0.006073836008933761,0.0572119143216159,0.027794977640178877,0.03714096724707834,10
CYP2C9-Sub,metabolism,descriptors,random,hgb,lime,random,0.0009927746486886276,0.0442033704432397,0.0017090659551446765,0.06596034435197401,0.024286205710354312,0.03711495972553482,10
CYP2C9-Sub,metabolism,descriptors,random,mlp,ig,lime,0.06471977534732863,0.04555558491084034,0.09652579190965266,0.06815058667148938,0.05363060428849902,0.05727032713261197,10
CYP2C9-Sub,metabolism,descriptors,random,mlp,ig,random,0.0031897877675721776,0.04723977952208059,0.004165093694474316,0.07012353201133832,0.02407407407407407,0.03347651725346958,10
